name,reviews.rating,reviews.text,reviews.title
hyatt house seattle/downtown,5,"i used to live very close by in the area and never really noticed this hotel but stayed there recently for a wedding. it's a fantastic hotel, clean, within walking distance of some cool stuff and street parking ended up being very convenient.",great hotel in a central location
hyatt house seattle/downtown,5,"this is the idea location, across the street from the space needle. large, very clean rooms with large bathroom. amazing breakfast buffet and bar. lots of other eating options nearby although you will have to find them on your own. free hotel shuttle will take you downtown.","excellent location, great place to stay"
hyatt house seattle/downtown,5,it is close to the major attraction seattle has to offer. if you enjoy walking the public market and the first starbucks is close enough for a walk as well. the hotel is green and it very much reflects that the institution is responsible in terms of doing its part to protect our environment. my family and i enjoyed our stay and hope that we had more days in seattle than we did..,excellent location
hyatt house seattle/downtown,5,"room 428.10taxes and parking 99.04we are hyatt members, so we earn points, etc., when staying here or any hyatt related property. we booked online, which was easy and received reminders about our stay.the hotel is across the street from the space needle and grounds. we went to a concert at key area, which is about 4 blocks walking. lots to do just outside the hotel door.parking can be tricky, especially if you have more than 1 car per room, which is the allotment in the garage. it is a safe and secure garage.breakfast was good buffet style. drinks, happy hour, snacks were good 4 chicken quasedea slices, 3 pork sliders were good with 2 lemon drops and 2 espresso martini's 70.the room was comfortable with a great view of the space needle and grounds. big tv, slightly smallish bathroom if two people are trying to get ready at the same time and a big comfortable bed.no valet (park in front to register and get your parking pass to the garage) and no help to your room with the bags (get the cart in the lobby). people were however, friendly, helpful and quick to answer questions or be of assistance in some manner.dear akittynamedtabitha,thank you very much for reviewing our hotel! i am so happy to hear that you had fun in seattle and enjoyed our location! our room prices do fluctuate from day to day and are often much lower than the price you paid. we actually currently have a promotion going that give 10 off if you book directly with hyatt. i hope that you and your family enjoyed the concert. your stay with us is exactly when we try to accomplish. we very much appreciate your business and we hope we get a chance to host you again soon. warm regards,jonathan",one night stay before the concert
hyatt house seattle/downtown,5,"this hotel made our journey in seattle extremely pleasant. the staff was extremely nice and helpful, the breakfast was amazing, the rooms extremely comfortable, had the best sleep in a long time. the location is perfect as the hotel is located in a beautiful setting near the space needle and public transportation. you can also walk everywhere to the main attractions if you wish. it was great fun!dear marchisioe,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you found our location to be great and our hotel to be a great value! i greatly appreciate your 5 star review it will be celebrated with the hotel. if i can be of any assistance to you, please contact me directly. we appreciate your business! sincerely,jonathan",a delightful stay
hyatt house seattle/downtown,3,"overall, decent hotel to stay in. the kitchen didn't live up to expectations. the shuttle service was not very convenient. but it was close to a lot of attractions. we were able to see the space needle from our bedroom, and were within walking distance to many forms of transportation.dear danielle c, thank you for completing a review on tripadvisor regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your observations on the shuttle service and kitchen. we will work to improve these amenities to better suit our guests needs. i hope that you had a great honeymoon and we hope to see you in the future!! if i can be of any assistance to you, please contact me directly!sincerely,jonathan",honeymoon trip
hyatt house seattle/downtown,4,"this hotel is right across the street from the space needle and right near the monoreal. very convenient. close to restaurants and bars that u can walk to. rooms are nice. clean. took a while to get into our room. almost 430., but they held our luggage. bar was good at happy hour for prices, otherwise drinks were expensive. the cost of the room was extremely high and not worth it in my opinion but i guess u pay for summer and cruise season and the space needle area.bar did not have the night food they advertised. could not get any munchies.breakfast was nice and had a nice selection.",nice hotel
hyatt house seattle/downtown,5,"truly enjoyed our overnight stay. we really enjoyed the breakfast buffet, lots of variety and exceptionally good. our room was clean and spacious. we stayed in a king room with a sofa. it's so nice to have a place to sit relax. another nice touch is the wine opener provided by the hotel.",great overnight stay
hyatt house seattle/downtown,5,"this is a hotel where you can't improve much. the location is great directly at the space needle. you're in downtown in a few minutes if you take the monorail.the rooms are modern and clean and have some nice gimmicks like electrical blind controls. the free wifi supports up to 5 devices and is quite fast. king beds are comfy.the hotel seems to be very new and i hope it stays the way it is.dear carsten f,it was a pleasure accommodating you recently at the hyatt house seattle downtown and we sincerely appreciate the glowing review! i have shared your feedback with the team regarding your experience and will strive to make sure we are exceeding all of our guests expectations. please let us know when you visit next as we look forward to having you as our guest!sarah junge",excellent hotel
hyatt house seattle/downtown,5,"this was our family's first trip to seattle. we couldn't have chosen a better location. we were in the shade of the space needle. the hotel was clean and the rooms were spacious and the breakfast buffet was fantastic. the front desk is small but they are very courteous and welcoming. i recommend this hotel for all.yvonne t,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge",if this is your first time in seattle...this is the place!!!
hyatt house seattle/downtown,5,"great location to many attractions. staff super friendly even when arriving late. with kids, mcd's across the road for quick meal. complimentary breakfast incredible as fresh omelet, scrambled eggs, bacon, pancakes to name a few. busy but great value as got you ready for the day. we had family of 4 with kids 10 6. got double queen room with sofa bed no complaints. kitchen if needed lots of space. highly recommend.","great location, family friendly breakfast to die for."
hyatt house seattle/downtown,5,"great location near everything we wanted to do with clean rooms and great service! the breakfast and omlet bar was delicious. they also offer free rides to and from the hotel within one mile. i will stay again! dear 814isaiahc,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am very happy to hear that you enjoyed the great location, service and delicious omelet! we greatly appreciate your 5 star review it will be celebrated with the hotel. if i can be of any assistance to you, please contact me directly. we very much appreciate your business and hope to see you again soon! warm regards,jonathan",great location
hyatt house seattle/downtown,5,"literally across the street from 5 main attractions, including the space needle. monorail and food court across the street too. perfect location if you don't have a car. hotel also offers shuttle to piers and pike place. breakfast included was fabulous and included custom made omelets. rooms were clean, big, and comfortable with full kitchen. lounge and roof top provided great places to hang out.","location, location, location"
hyatt house seattle/downtown,3,"the hotel is nice and the rooms are really nice as well. staff wasn't as friendly as you'd expect. the elevators weren't working at the time of our stay which was a huge inconvenience. it would be a great hotel of they made some changes.dear 131gabrielu,thank you very much for taking the time to review our hotel on trip advisor. we appreciate all the feedback we get as it helps us improve our hotels operations. i am sorry that the elevators were down while you were staying with us, i understand that that would be a huge inconvenience. i hope the next time you do visit seattle you give us another chance as we would love to be given the opportunity to try again. i assure you our elevators will up working fine and you will have a great experience with us!best regards,jonathan",average
hyatt house seattle/downtown,4,"good breakfast. responsive front desk. comfortable rooms, especially the one bedroom. excellent location. lots of attractions and restaurants to go to, all within walking distance. also within walking distance of businessessaves on taxi fare.robertacj6657gm,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge","convenient to business destination, save on taxifares"
hyatt house seattle/downtown,5,"very nice hotel in a very good area. space needle is right across the street. not to many restaurants around, but the hotel has a shuttle that can take you to one on a 1 mile radius. breakfast was ok and the staff was nice. i will be back here for my future trips to seattle.nicusor c,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",very good area
hyatt house seattle/downtown,5,"my first time at the hyatt house and amazing little hotel within easy reach of slu, from check-in to check-out the staff were fantastic across house keeping, breakfast and evening bar staff. on the day of check-out the protests were causing havoc with uber/lyft and the hotels town car was busy so hotel quickly arranged for another service to come and pick me up so i did not miss my transatlantic flight. i'll definitely stay here again when next back in seattle. dear gareth99,thank you for completing our a tripadvisor review regarding your recent stay at our hotel and i am happy to hear we are a home away from home! please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your kind words and they will be celebrated with the entire team. if i can be of any assistance to you, please contact me directly. we look forward to being of service to you in the near future. we thank you for your business! best regards, jonathan",home from home
hyatt house seattle/downtown,5,"the hotel was kept very clean. staff was very helpful, i was able to leave my luggage in their storage even after i checked out to do some more sightseeing before my flight. the buffet breakfast was great, they had something slightly different each day with plenty of choices. the only downside is it's a little pricey.thanks so much for the great review, carliss! it was our pleasure to have you here and hope we can have the privilege again sometime. safe adventures to you, wherever you may travel!",vacation
hyatt house seattle/downtown,3,"if you're not driving, this hotel is fine. great location, etc. if you've brought your own car, it's a total disaster. the slots re too small for even a compact car. the angles of the spaces in the parking lot seem to make it impossible for anyone to park within the lines. it's total s**t show. btw -- be casual. the room design does not accommodate hangers for suits or jackets.jrsocal,thank you for staying with us at the hyatt house seattle downtown and for taking the time to leave feedback. i apologize about the issues with your stay and have made note of the areas for improvement with our team. we value you as a guest and would love to welcome the opportunity to stay with us again.sarah junge",great hotel -- horrible parking garage
hyatt house seattle/downtown,5,"this is one of the nicest hotels we've stayed in. we arrived the day before our cruise, and check-in went very smoothly. we shared a room with our daughter and son-in-law, a very spacious room with two queen beds in a separate room, plus a comfortable to sleep on sofa. it had a little kitchenette with a fridge and microwave. although we didn't use that feature, it would be handy to have if we'd have been staying longer than overnight. the hotel has great technology, lighting controlled with your room card as soon as you enter the room, a great tv in both rooms, and a very nice kitchen island to sit at and eat our awesome cheesecake we got to bring back for a snack. the front desk obtained great transportation for us to the pier the next morning, at a very nominal cost of 10/pp. this hotel is located within walking distance of places to visit, the space needle (right across the street!), the chihuly museum and garden, and many places to eat close by. free breakfast was included in our stay the food was varied, plentiful, and excellent quality. we also booked a room for the following friday when we arrived back in seattle from our cruise, and stayed that night to go sightseeing during the day. same great lodging, although a smaller room since it was just for two, and arranged transport again to the airport. we were too early to check in on that day, so they stored our luggage for us, and then texted us when our rooms were ready. we would definitely stay here again!",great hotel!
hyatt house seattle/downtown,5,"we stayed here only one night, but i have no complaints. great location. hotel was clean, breakfast was amazing, and staff was very friendly. nice views of the city. would definitely recommend this hotel.dear guest, thank you for taking the time to review our hotel! i am very happy to hear the you had a great stay and thought the hotel staff was very friendly and hotel clean. any time we get a 5 star review we celebrate it here at the hotel. this is what we strive for.we hope to see you next time you are in seattle and thank you for the recommendation! sincerely,jonathan",great stay
hyatt house seattle/downtown,5,"we really liked everything about the hotel. the rooms were ver clean, layout was well thought out. we really appreciated the big bathroom and shower. the kitchenette also came in handy as we have a young boy. breakfast was also very good. staff was welcoming, awake, and attentive. on top of all this the hotel also provided shuttle service! we will definitely choose this hotel next time we need to stay over night in downtown seattle.dear joakimw758,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you and your enjoyed all the options we offer for each room and our complementry shuttle and our complimentry breakfast! we greatly appreciate your 5 star review it will be celebrated and passed along to the hotels staff. if i can be of any assistance to you, please contact me directly. we very much appreciate your business (we know you have options)and hope to see you again soon! sincerely,jonathan","excellent hotel, we will be back!!!!"
hyatt house seattle/downtown,5,"very convenient to all the things you will want to see and do in downtown seattle. we loved our suite when we stayed for a week to visit family and attend a wedding.great accommodations with a full kitchenet, sitting room and modern bath a luxurious walk in shower and vanity. excellent bedding. convenient to the monorail and across the street from the space needle",a great hotel in downtown seattle
hyatt house seattle/downtown,5,"wonderful stay, very clean hotel with wonderful staff and the best location and view in seattle. convenient to downtown, the monorail station is right in front of the hotel. great breakfast included as well an added bonus!",best hotel in seattle
hyatt house seattle/downtown,4,"you can't get any closer to the space needle in terms of accommodation it's right across the street! fantastic view of the space needle from the hotel's rooftop deck, especially at night. front desk staff were very friendly and eager to please. free hotel shuttle anywhere within one mile of the hotel was helpful for getting to and from the waterfront and pike place market. hotel decor was too cold and masculine for what i would expect from a hyatt. only two elevators made for a long wait to get down to the lobby in the mornings. breakfast in the lobby bar was pretty good. only had one delicious made-to-order omelette though because the wait was so long i gave up. no signage when you arrive telling you where to park your car while you check in. but a good experience overall, and with the prime location, i would stay there again.beachlounger2008,we are thrilled to hear the hyatt house met your needs and appreciate the positive feedback. im glad you were able to take advantage of the ready-to-order omelet, complimentary breakfast spread in the morning and rooftop terrace in the evening. its wonderful to know when guests have a comfortable stay as we are grateful of the comments. we look forward to your next visit in seattle!sarah junge","location, location, location!"
hyatt house seattle/downtown,4,"just across the road from the space needle and the monorail.about 1 hour from the airport using city tansit and monorail.clean comfortable room.very nice breakfast included in the price.walkable to downtown or jump on the monorail. then a few minutes walk to the waterfront and pike market.an ideal tourist hotel.dear john c,thank you for taking the time to review the hyatt house hotel seattle on trip advisor. we appreciate all the feedback we can get. i am happy to hear that you enjoyed our hotel and its amazing location around from the space needle and monorail! we hope the next time you are in seattle you choose us again! sincerely, jonathan",good hotel in a great location
hyatt house seattle/downtown,5,great hotel neat and tidy close to attractions mono rail at door srep and space needle acroos road g react bfast although a little hectic could do with more front office starr as often on phone rather than answering customers at counter highlt recommend though,great hotel neat n tidy
hyatt house seattle/downtown,5,"things that were great about my stay here: -friendly helpful staff. even tracked down a kitchen tool i needed and delivered to my door. - anytime shuttle from hotel to public market/ pike's place. free, fast, courteous, and supports local business -super clean, new, and sparkly rooms -microwave and mini frig. in room along with sofa.monique s,we are thrilled to hear the hyatt house met your needs and appreciate the positive feedback. im glad you were able to take advantage of the kitchen facilities in the room and the complimentary shuttle. its wonderful to know when guests have a comfortable stay as we are grateful of the comments. we look forward to your next visit in seattle!sarah junge",great stay
hyatt house seattle/downtown,5,"my husband and i stayed at hyatt house seattle over a 4 day get away. we were very pleased with the caliber of service provided to us upon checking in by ms. romu, who was courteous and affable. she set the standard for high expectations which did not disappoint. the friendly and caring attitude of the staff was prevalent throughout our entire stay at hyatt house seattle. brandon, caylynn and spring, house host, were very approachable and ensured transportation was always secured for us in a timely manner, as well as answering our myriad questions. b.j., provided shuttle service to and from restaurants and other sites( within one mile of hotel) with a positive, outgoing disposition. he was so friendly and likable. ms., betulia and rajan, dietary staff, always greeted us with a smile and a good morning. ms. betulia took the extra minute to explain the different breakfast offerings on our 1st morning at the hotel. much appreciated. rajan cooked the best omelets. on our last day, esther, housekeeping, knocked on our door to ask if we needed any additional towels, soap, shampoo or lotions. thank you esther for your thoughtfulness. hyatt hotel seattle is a true gem. family friendly, business friendly and just a wonderful place away from home. the rooms are tastefully furnished,the beds and pillows are super comfortable, the rooms are spacious.i take the time to mention the exceptional staff because these people are frontline employees who can make or break a hotel. if we encounter rude staff during a hotel stay, you can be sure we will never return to the hotel property. there are too many accommodation choices available to us. other positive highlights of hyatt house seattle are its proximity to the spaceneedle chuhily gardens, emp museum, bill gates center among others. also very close to the monorail if one chooses to ride into downtown. let me not forget to mention that hotel guests can avail themselves of the wonderful shuttle service offered by hyatt house seattle. so convenient to have this transportation service. last but not least, the hot coffe and tea available throughout the day!!! so delightful! after a long day of sight seeing and or shopping, it is a welcomed treat and respite. to sit and enjoy a nice hot cup of tea or coffee is so refreshing. this hotel has only two elevators, but honestly, we never waited more than 1-3 minutes for an elevator. no inconvenience at all!stay at hyatt house seattle. you won't be disappointed. they aim to please.thank you hyatt house seattle and wonderful staff. will definitely stay here again.dear cahier12,thank you for completing a review on tripadvisor and for bestowing 5 stars on us based on your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i greatly appreciate your kind words and they will be celebrated with the entire team. this is what we strive to accomplish for our guests. if i can be of any assistance to you, please contact me directly. we look forward to being of service to you in the near future and are glad to hear you will be back again!! most sincerely,jon",hyatt house seattle/downtown delivers!!!
hyatt house seattle/downtown,5,"really helpful, fun and friendly front office staff. my room was perfect - lovely view of the needle and seattle centre. studio option was a brilliant choice. lots of space, very comfy bed, good amenities. close to qfc to grab goodies. hotel shuttle will take you places within a one mile radius. wifi connection strong and free. buffet breakfast adequate although not fancy, but pastries were delicious! access to snacks (to buy) and a bar in the evening. would stay here again. ride the ducks is very close and a must do!!! heaps of fun )tracydan102013,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. i will pass on your kind words to the staff, they will all be bursting with excitement knowing they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge",really impressed. great location. close to all he tourist spots. highly recommended.
hyatt house seattle/downtown,5,"very modern and inviting hotel. literally in the shadows of the space needle and other museums. rooms very well decorated and appointed. rooftop viewing area really nice with seating areas around fire pits and heaters.jse90,thank you for taking the time to submit such pleasant comments about us at the hyatt house seattle downtown. we are so ecstatic to hear you enjoyed our rooftop terrace, and unbeatable location next to the seattle center. we look forward to hosting you in the future until then, happy travels!sarah junge",spring break
hyatt house seattle/downtown,5,"staff was friendly, hotel was clean, breakfast was great. we were able to check in early since our room was ready and our bags were held after checkout which enabled us to site see some more. i highly recommend hyatt.dear michaeld04051wc,thank you for your 5 star review and thank you for the kind words. this is what our goal is here at the hyatt house seattle. i am very glad that you would highly recommend us and we hope you visit us again soon. please feel to reach out to me personally if i can help your next visit be as great as your last! thank you for your business!most sincerely, jonathan",will be staying at a hyatt again
hyatt house seattle/downtown,4,"a standard not fancy hotel that provides a little privacy and extra space at a good rate if you want an affordable suite. decent pretty big breakfast buffet (could someone figure out that 15 of us don't digest dairy and really like having something like soy or almond milk). little pool only good for kids. nice big lobby and lounge areas.jesse l,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we value the feedback from our guests and are always striving to improve our guests stay. please let us know when you return as wed love to welcome you back as our guest.sarah junge",good space for rate
hyatt house seattle/downtown,4,"had a pleasant stay with a great view. conveniently walking distance to space needle, mopop, chihuly garden and glass, pacific science center and theres so much eateries around! they have good breakfast selection, and an omelette bar. restaurant staff were very friendly and helpful. coffee is available all the time. they also have a little convenience store.",wonderful hotel
hyatt house seattle/downtown,5,"great hotel. amazing location! right across from all the top sights museums. quick walk to the market! the fridge in the room could be bigger but everything else was great. nice, clean, new hotel. free breakfast buffett was a great bonus!",great location! great hotel!
hyatt house seattle/downtown,1,"service, food and staff are the worse! what more can i say!!!the front desk staff was completely worthless, had no knowledge of any questions i asked! no bar as advertised! homeless people on the sidewalk of hotel. felt like i was in the wrong neighborhood for sure. don't stay there unless you want a dirty room and no service!",don't stay there!!!!!
hyatt house seattle/downtown,4,"had a pleasant stay with a great view. conveniently walking distance to space needle, mopop, chihuly garden and glass, pacific science center and theres so much eateries around! they have good breakfast selection, and an omelette bar. restaurant staff were very friendly and helpful. coffee is available all the time. they also have a little convenience store.",wonderful hotel
hyatt house seattle/downtown,5,"this is a nice hotel. it's clean, comfortable and has friendly and helpful staff. it's a great location next to the monorail and space needle as well as walking distance to other attractions. full breakfast, with cooked to order omelets was an added touch and benefit to our stay.","great stay, great location!"
hyatt house seattle/downtown,3,"pillows were perfect....but the room was stark and dull and not cozy, but it was very clean! expensive but close to the space needle and museums, and very close to monorail and ride the ducks (which was so much fun!) - so you'll save money on transportation.the staff was very helpful.breakfast buffet was okay but the same everyday.check out the rooftop terrace - wonderful views!arlofamily,we are thrilled to hear the hyatt house met your needs and appreciate the positive feedback. im glad you were able to take advantage of our perfect location next to the seattle center and the complimentary breakfast spread in the morning. its wonderful to know when guests have a comfortable stay as we are grateful of the comments. we look forward to your next visit in seattle!sarah junge",perfect location for tourists on foot
hyatt house seattle/downtown,5,"the hotel staff was so friendly and professional. the rooms we're spacious and clean. the beds were even comfortable to sleep on. the breakfast was well above your average hotel free breakfast. i was extremely happy with our stay. the cost was much above what we normally pay for a hotel room but with the customer service and location i couldn't complain about it. there is a free shuttle service that will take you basically to the front steps of pikes market which was great for us and you're literally across the street from the space needle. if i get the chance to stay in seattle again this is the hotel i will stay in. dear julie o,i want to thank you very much for taking the time to write a review of our hotel and your stay here at the hyatt house seattle. we very much appreciate all the feedback we get. i am very happy to hear that you felt our hotel and your stay was worthy of 5 stars. i will pass on to my crew the kind words about their service. i hope the next time you are in the seattle area that you choose us again. we know you have a lot of choices but none as close to the space needle and mopop :)sincerely,jonathan",best hotel stay
hyatt house seattle/downtown,5,"we had a great bed, a well equipped kitchen, sitting room with television that you could pivot to the bedroom. the shower was a great one for sure. the breakfast was very good with a chef who made omelets to order. the hotel is close to the space needle and park. parking was reasonable for a downtown hotel. the staff were very helpful.hope you enjoy your stay as much as we did.mike h,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories throughout seattle and utilized the amenities within our beautiful new hotel. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on returning to seattle as we would love to you welcome you as our guest again!sarah junge",suite with everything
hyatt house seattle/downtown,5,"this is a relatively new hotel, conveniently located across from the space needle and seattle center. the location is perfect, the staff is so cordial and accommodating that my stay was perfect. if you are coming to seattle, this is the place.roger h,thank you for staying with us next to the space needle! we love our incredible location and are ecstatic that you felt the same way. as one of the newest members to the hyatt family, we are more than appreciative of your feedback and am glad to see you enjoyed your stay. we pride ourselves on our guest satisfaction and hope to see you again soon in the near future.sarah junge",excellent hotel stay
hyatt house seattle/downtown,4,well we arrived in our taxi to be greeted by a very spacious clean looking modern hotel. the reception staff dealt with our needs efficiently and in a friendly manor and our rooms were large fresh and well presented. although the bar staff did and efficient job with drinks when placing food orders it took an absolute age to be served. we actually thought they had forgotten us they state onsite parking in their description but there is an extra charge for this when you arrive :-(. still the space needle is right outside and its close to many other attractions so would definitely recommend a stay.,first stop on our us tour
hyatt house seattle/downtown,5,"i stayed here for a vacation, hoping to enjoy the location, but we received so much more. the room was so good. comfortable and clean, we really enjoyed relaxing on the sofa at the end of each day. beds were comfortable, linens were soft, and the kitchen was supplied with glassware and plates to enjoy dinner with our shoes off. amina at the front desk always greeted us with a smile and was helpful in answering all our questions. the shuttle made getting around town very easy, though when you are across the street from seattle center, you really don't need to use it much! the view from our room was the space needle, and i loved it. breakfast was surprisingly large and varied from day to day kudos to the breakfast staff for keeping the buffet area well stocked and clean. i hope to return, as i very much enjoyed my stay. try this when you go to seattle!dear wandap,thank you for taking the time to review our hotel on trip advisor! i am very glad to hear that you had a great stay and that you enjoyed our location across the street from the space needle! i will pass onto the staff that you enjoyed our free breakfast buffet and thought their service was deserves kudos! i hope the next time you are in town you choose us again! sincerely,jonathan","location, amenities, and great service!"
hyatt house seattle/downtown,4,"hotel had a great location (by space needle) for family vacation to seattle. room had two queen beds plus a pull out sofa, so our family of 4 could spread out a bit. good breakfast buffet included with room. room cleaning was poor as only one of the two beds was made and we received no clean towels or new shampoo.",good hotel for family trip
hyatt house seattle/downtown,5,"staff was friendly, hotel was clean, breakfast was great. we were able to check in early since our room was ready and our bags were held after checkout which enabled us to site see some more. i highly recommend hyatt.dear michaeld04051wc,thank you for your 5 star review and thank you for the kind words. this is what our goal is here at the hyatt house seattle. i am very glad that you would highly recommend us and we hope you visit us again soon. please feel to reach out to me personally if i can help your next visit be as great as your last! thank you for your business!most sincerely, jonathan",will be staying at a hyatt again
hyatt house seattle/downtown,5,"we love this newish hotel because of its proximity to the children's museum and everything else seattle center has to offer. the shuttle service is very handy to getting around as well (up to 2 mile distances).asia s,we are sincerely appreciative of your complimentary remarks on your experience at the hyatt house seattle downtown. i have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. safe travels we hope to see you again while visiting the area!sarah junge",great location
hyatt house seattle/downtown,5,"great location to stay pre-cruise if you want to visit seattle. it is directly across the street from the space needle, science museum, emp, and an easy walk to pikes market, as well as parks along the water for running or walking (to get some exercise we actually walked to pier 91 which was our cruise terminal). we had a spacious 1 bedroom unit (with bedroom door that closes versus the smaller suite that just has a dividing wall and is a bit cramped) w/pullout couch, 2 queens, large well lit bathroom, full kitchen with stove, full size fridge, and microwave. the large unit also has a full living room and a kitchen table that doubles as a desk with plenty of outlets. the beds were comfortable and the suite had 3 tvs (bedroom, living room, kitchen). the small suite (which we did not have but my sister did) has a much smaller kitchen with mini fridge in the kitchen table and only 1 tv that swivels between the bedroom and living room. the beds were comfortable. good security in that you need your room key to access any of the floors with rooms. a breakfast buffet is included with a pretty good selection. my favorite part was the omelette station. as soon as you enter the breakfast area, fill out the order sheet indicating what you want on your omelette, and the cook will make it up exactly as ordered. i had this two days in a row and they were delicious. the omelettes are a bit small, but really the perfect size. they also had a great selection of name brand cereal and fresh fruit (among other items). the hotel also arranged car service for us (it is with ace transportation...which is not the same as the one online). it was 70 plus tip. the service call you when the plane lands and tell you to call them when you get your luggage. we then waited about 15 minutes for the driver to pick us up. i'm not sure what the taxi's are like, but that option may be easier without the wait. we arranged for the car service in advance since we had 5 people and 5 suitcases...and it was nice having a large clean suv. the hotel also arranged for us to have ace shuttle us to pier 91 for 8 per person. we thought this would be the same type of service but it wasn't. this was an actual shuttle van that we shared with another family. when we checked out at 12:00 we were expecting it to be there waiting for us (due to our prior arrangement) but the front desk had to call and check on it. we probably waited about 15 minutes for them to show up...but the pier is close (2-3 miles) so not a big deal. due to all the intersections it took about 15-20 minutes to get there. the hyatt also has a free shuttle within a mile (to and from) of the hotel. they will come when you request it - be sure to tip if you use that service.other nice items: all staff were very friendly, walgreens is close-by for snacks and sodas and any forgotten items, monorail is close by, coin operated washer / dryer, free wifi, neighborhood has lots of small restaurants around.minor items that would be nice if they had (but they don't): more hooks in the bathroom to hang towels in so that you can more easily reuse them, a makeup mirror, a safe for locking up laptops, ipads, etc. (if you need a safe you have to go to the front desk).dear brenda s,thank you for choosing to stay at hyatt house during your recent trip to seattle and for taking the time to share your experience on tripadvisor. we are thrilled to hear that you created wonderful memories and made the most of our amenities in our beautiful hotel and city. i will pass on your kind words to the staff, they will be so happy to know they made a difference. we are always trying to leave our guests with lasting memorable experiences. please let us know when you plan on retuning to seattle as we would love to you welcome you as our guest again!sincerely, sarah junge",loved hyatt house for our pre-cruise visit!
hyatt house seattle/downtown,5,"our check in and check it service was awesome--staff very friendly and personable. room was impeccable, great location. utilized the free shuttle. overall a wonderful time and look forward to returning as well as recommending to others headed to seattle.dear glenr376,thank you for completing a tripadvisor review regarding your recent stay at our hotel. please know that your feedback is extremely valuable to us and we will utilize your response to make every guest experience the best it can be. i am glad to hear that you and your enjoyed our impeccable rooms and great location! we greatly appreciate your 5 star review it will be celebrated with the hotel. if i can be of any assistance to you, please contact me directly. we very much appreciate your business and hope to see you again soon! thank you for recommeding us to others as well! sincerely,jon",quick trip to seattle
hyatt house seattle/downtown,5,"we stayed in the hyatt house for one night just before xmas. easy to get to via the link and then one stop on the monorail, we had asked for an early check in, and our room was ready on arrival at noon. the room itself was stunning, immaculately clean (as was the rest of the hotel) and well appointed. location was sensational (50 yards from the space needle and glass museum) and a 7 uber down to pike st market. breakfast was fine and checkout easy we left having had an excellent stay.",excellent stay.
hyatt house seattle/downtown,5,"i'm sure many people bill hyatt house downtown as a hip, penthouse style apt, where you can go out and see what makes seattle great, and it is. from my window on the 8th floor, you can overlook the space needle, museums below, giant artwork molds and the bustle of a city come alive with fun!for me though, it was all about winding down from a 13-week stint from my company, and meeting a friend, to start an adventure down the coast. i relished that i could bring up delicious sandwiches from the downstairs eatery, or go up on the rooftop and just hang out. i loved the view of the bay from my loft style suite, while reading a book. i liked curling up in their oh so comfy bed, with their plush pillows that were perfectly for resting and rejuvenating a weary soul.mostly, i loved the fact that i could just be. and i think that is the point of hyatt house. you make it what you want it. and its oh so easy to do that...dear sbtimetraveler,thank you very much for taking the time to write a review of our hotel and your stay here at the hyatt house seattle. we very much appreciate all the feedback we get. i am very happy to hear that you felt our hotels rooms were hip and what you were looking for, i am glad that you enjoyed the view of the space needle.these are the kind of reviews that we strive for. i hope the next time you are in the seattle area that you choose us again. we know you have a lot of choices. sincerely,jon",a place to wind down
